Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,8326.330078125,8109.08984375,8315.7900390625,8114.259765625,1717400.0,8114.22900390625
2016-01-05,8142.64013671875,8055.9599609375,8105.0,8075.10986328125,1710600.0,8075.0791015625
2016-01-06,8076.5400390625,7948.43017578125,8064.25,7990.39013671875,2040600.0,7990.359375
2016-01-07,7980.5,7770.16015625,7963.240234375,7852.06005859375,2544700.0,7852.0302734375
2016-01-08,7906.5498046875,7788.7099609375,7811.2001953125,7893.97021484375,1875700.0,7893.93994140625
2016-01-11,7855.7998046875,7726.22021484375,7855.7998046875,7788.419921875,1949300.0,7788.39111328125
2016-01-12,7851.81005859375,7732.10986328125,7807.93017578125,7768.4501953125,2027700.0,7768.42138671875
2016-01-13,7865.97998046875,7786.330078125,7799.56005859375,7824.60986328125,1698800.0,7824.58056640625
2016-01-14,7752.08984375,7662.33984375,7752.08984375,7742.8798828125,1809100.0,7742.85107421875
2016-01-15,7842.33984375,7708.66015625,7809.0,7762.009765625,1991800.0,7761.98095703125
2016-01-18,7834.25,7627.89013671875,7678.669921875,7811.18017578125,1942500.0,7811.1513671875
2016-01-19,7854.8798828125,7786.77001953125,7816.4501953125,7854.8798828125,1581200.0,7854.85009765625
2016-01-20,7835.169921875,7687.60009765625,7835.169921875,7699.1201171875,2046500.0,7699.09130859375
2016-01-21,7748.3701171875,7664.009765625,7713.169921875,7664.009765625,1763600.0,7663.98095703125
2016-01-22,7774.1201171875,7706.14013671875,7729.009765625,7756.18017578125,1637300.0,7756.1513671875
2016-01-25,7899.66015625,7813.72998046875,7813.72998046875,7894.14990234375,1623500.0,7894.11962890625
2016-01-26,7848.6298828125,7799.580078125,7832.10009765625,7828.669921875,1524700.0,7828.640625
2016-01-27,7888.6298828125,7830.330078125,7863.66015625,7849.830078125,1478800.0,7849.80078125
2016-01-28,7921.06005859375,7821.1201171875,7825.22021484375,7905.10009765625,1830200.0,7905.06982421875
2016-01-29,8080.60009765625,7876.81982421875,7880.77978515625,8080.60009765625,2552200.0,8080.5693359375
2016-02-01,8166.7998046875,8110.8701171875,8164.240234375,8156.9599609375,1818300.0,8156.92919921875
2016-02-02,8156.25,8091.14013671875,8141.52001953125,8131.240234375,1768200.0,8131.20947265625
2016-02-03,8117.22021484375,8036.60009765625,8117.22021484375,8063.0,1781300.0,8062.97216796875
2016-02-15,8074.7998046875,7953.990234375,7976.64990234375,8066.509765625,1935700.0,8066.4912109375
2016-02-16,8227.1904296875,8090.91015625,8090.91015625,8212.0703125,2009100.0,8212.05078125
2016-02-17,8253.7998046875,8196.1298828125,8240.73046875,8214.25,1847300.0,8214.23046875
2016-02-18,8337.9697265625,8261.740234375,8261.740234375,8314.669921875,2044500.0,8314.650390625
2016-02-19,8325.0400390625,8280.3896484375,8291.830078125,8325.0400390625,1715700.0,8325.0205078125
2016-02-22,8396.6201171875,8296.1796875,8315.7900390625,8326.6796875,1697400.0,8326.66015625
2016-02-23,8361.7900390625,8311.9404296875,8333.58984375,8334.6396484375,1849900.0,8334.6201171875
2016-02-24,8382.25,8264.3896484375,8332.66015625,8282.8603515625,1825000.0,8282.8408203125
2016-02-25,8388.6298828125,8304.1796875,8304.1796875,8365.8603515625,2028600.0,8365.8408203125
2016-02-26,8432.740234375,8347.7998046875,8380.5302734375,8411.16015625,1967500.0,8411.140625
